no,text,favorited,favoriteCount,replyToSN,created,truncated,replyToSID,id,replyToUID,statusSource,screenName,retweetCount,isRetweet,retweeted,longitude,latitude,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79,"Are sneezes and sniffles a sign of a cold or flu? Both are contagious and can have similar symptoms. However, colds…",FALSE,12,NA,2/27/19 18:28,TRUE,NA,1.10E+18,NA,"<a href=\https://www.hootsuite.com\"" rel=\""nofollow\"">Hootsuite Inc.</a>""",CAPublicHealth,10,FALSE,FALSE,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,#DYK how #flu vaccines are made? Our own Dr. Len Friedland goes #behindthescience w/ @PeiSzeCheng4NY of @NBCNewYork…,FALSE,8,NA,2/27/19 18:23,TRUE,NA,1.10E+18,NA,"<a href=\https://prod1.sprinklr.com\"" rel=\""nofollow\"">Sprinklr Publishing</a>""",GSKUS,4,FALSE,FALSE,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81,"@CrispinCuttino While the single best way to #fightflu is to get vaccinated, everyday preventive actions are an imp…",FALSE,1,CDCFlu,2/27/19 18:03,TRUE,1.10E+18,1.10E+18,16616061,"<a href=\http://twitter.com\"" rel=\""nofollow\"">Twitter Web Client</a>""",CDCFlu,0,FALSE,FALSE,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,"“Don’t worry, I woke up feeling better. I’m not sick.” The Center for Disease Control and Prevention says people w…",FALSE,7,NA,2/27/19 17:23,TRUE,NA,1.10E+18,NA,"<a href=\https://sproutsocial.com\"" rel=\""nofollow\"">Sprout Social</a>""",NationalPTA,10,FALSE,FALSE,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,#REPOST via IG: jazmyn_amethyst There’s no way I’m letting the flu ruin my travel plans and neither should you! It…,FALSE,0,NA,2/27/19 17:20,TRUE,NA,1.10E+18,NA,"<a href=\https://www.socialreport.com\"" rel=\""nofollow\"">SocialReport.com</a>""",stopflunow,0,FALSE,FALSE,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84,The #ACIP reports recent licensure changes in regard to #flu vaccines for young children. #FightFlu,FALSE,1,NA,2/27/19 17:11,FALSE,NA,1.10E+18,NA,"<a href=\https://www.hootsuite.com\"" rel=\""nofollow\"">Hootsuite Inc.</a>""",famfightflu,1,FALSE,FALSE,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85,Want to help your body fight off the flu? Get better sleep. #sleep #flu #fightflu #virus #health…,FALSE,2,NA,2/27/19 17:04,TRUE,NA,1.10E+18,NA,"<a href=\https://buffer.com\"" rel=\""nofollow\"">Buffer</a>""",MIRAPartners,1,FALSE,FALSE,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86,#ACIP #flu update: @WHO has made their recommendation for flu virus selection for the 2019-2020 influenza season. A…,FALSE,2,NA,2/27/19 16:04,TRUE,NA,1.10E+18,NA,"<a href=\https://www.hootsuite.com\"" rel=\""nofollow\"">Hootsuite Inc.</a>""",famfightflu,1,FALSE,FALSE,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87,"Like winter, ❄️ flu season isn’t over yet. If flu's caught up to you remember to cough or sneeze into the bend of…",FALSE,4,NA,2/27/19 15:55,TRUE,NA,1.10E+18,NA,"<a href=\https://www.hootsuite.com\"" rel=\""nofollow\"">Hootsuite Inc.</a>""",CPHO_Canada,1,FALSE,FALSE,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88,Think the flu season is over? Think again! But it's not too late to protect yourself &amp; everyone around you from ser…,FALSE,0,NA,2/27/19 15:55,TRUE,NA,1.10E+18,NA,"<a href=\https://about.twitter.com/products/tweetdeck\"" rel=\""nofollow\"">TweetDeck</a>""",DHSWI,0,FALSE,FALSE,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89,"#DYK: During the 2017-2018 #flu season, 185 children died due to flu and related complications? Download the #NFID…",FALSE,1,NA,2/27/19 15:30,TRUE,NA,1.10E+18,NA,"<a href=\https://www.hootsuite.com\"" rel=\""nofollow\"">Hootsuite Inc.</a>""",NFIDvaccines,1,FALSE,FALSE,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90,Want to learn more about #personalhealth? ✔ this out. #NHES Std. 1 and Std. 7 #fightflu,FALSE,0,NA,2/27/19 11:56,FALSE,NA,1.10E+18,NA,"<a href=\http://twitter.com/download/android\"" rel=\""nofollow\"">Twitter for Android</a>""",slsshonna,0,FALSE,FALSE,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91,"“Jude died from influenza B. The flu. That doesn’t sound so bad, right? Just an ordinary illness that everyone gets…",FALSE,17,NA,2/27/19 3:32,TRUE,NA,1.10E+18,NA,"<a href=\http://twitter.com/download/iphone\"" rel=\""nofollow\"">Twitter for iPhone</a>""",drfixus,4,FALSE,FALSE,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92,Flu is unpredictable! H1N1 has been the dominant flu strain this season but reports indicate that H3N2 now account…,FALSE,4,NA,2/27/19 2:11,TRUE,NA,1.10E+18,NA,"<a href=\https://sproutsocial.com\"" rel=\""nofollow\"">Sprout Social</a>""",famfightflu,4,FALSE,FALSE,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,Our Twitter Takeover highlighting children and flu with Dr. Swanson has been postponed. A new date and time for thi…,FALSE,25,NA,2/27/19 0:28,TRUE,NA,1.10E+18,NA,"<a href=\http://twitter.com\"" rel=\""nofollow\"">Twitter Web Client</a>""",CDCFlu,14,FALSE,FALSE,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95,North Gwinnett grad Mitch Hyatt lives in the moment while preparing for the NFL Combine -,FALSE,4,NA,2/26/19 23:16,TRUE,NA,1.10E+18,NA,"<a href=\http://twitter.com\"" rel=\""nofollow\"">Twitter Web Client</a>""",outlandtrophy,3,FALSE,FALSE,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96,"#REPOST via IG: lepashandi If you still need to #getyourflushot, it’s not too late! Up to 50 million in the US get…",FALSE,1,NA,2/26/19 23:09,TRUE,NA,1.10E+18,NA,"<a href=\https://www.socialreport.com\"" rel=\""nofollow\"">SocialReport.com</a>""",stopflunow,1,FALSE,FALSE,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97,UH's Ed Oliver expected to dominate NFL scouting combine,FALSE,7,NA,2/26/19 23:09,TRUE,NA,1.10E+18,NA,"<a href=\http://twitter.com\"" rel=\""nofollow\"">Twitter Web Client</a>""",outlandtrophy,2,FALSE,FALSE,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,"Today, @EdMarkey and @rosadelauro reintroduced the Flu Vaccine Act legislation in Congress, which would help suppor…",FALSE,2,NA,2/26/19 22:53,TRUE,NA,1.10E+18,NA,"<a href=\http://twitter.com\"" rel=\""nofollow\"">Twitter Web Client</a>""",MedPageID,2,FALSE,FALSE,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99,"If you are planning to visit the hospital, please be aware that flu restrictions are in place. These restrictions,…",FALSE,5,NA,2/26/19 21:28,TRUE,NA,1.10E+18,NA,"<a href=\http://twitter.com\"" rel=\""nofollow\"">Twitter Web Client</a>""",dukeraleigh,1,FALSE,FALSE,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,"Did you know that even as a young, healthy adult, you can still be very susceptible to the flu? Check out the video…",FALSE,1,NA,2/26/19 21:00,TRUE,NA,1.10E+18,NA,"<a href=\https://about.twitter.com/products/tweetdeck\"" rel=\""nofollow\"">TweetDeck</a>""",healthycampus,0,FALSE,FALSE,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101,"Fever, aches, and cough? It could mean #flu. Review the full list of symptoms and see your doctor if you are very…",FALSE,8,NA,2/26/19 19:01,TRUE,NA,1.10E+18,NA,"<a href=\https://studio.twitter.com\"" rel=\""nofollow\"">Twitter Media Studio</a>""",CDCDirector,7,FALSE,FALSE,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102,#TwitterTakeover Alert! Tune in tomorrow at 10:30 am ET/7:30 am PT for pediatrician @SeattleMamaDoc’s takeover of…,FALSE,18,NA,2/26/19 18:32,TRUE,NA,1.10E+18,NA,"<a href=\https://sproutsocial.com\"" rel=\""nofollow\"">Sprout Social</a>""",CDCgov,10,FALSE,FALSE,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103,"#FluTip: If you are at high risk for #flu complications, your #healthcareprovider can prescribe antiviral medicatio…",FALSE,0,NA,2/26/19 18:12,TRUE,NA,1.10E+18,NA,"<a href=\https://buffer.com\"" rel=\""nofollow\"">Buffer</a>""",TuSNHD,0,FALSE,FALSE,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104,"Headaches, fatigue, &amp; fever are all symptoms of #flu. Learn more about the differences between cold &amp; #flu:…",FALSE,3,NA,2/26/19 18:01,TRUE,NA,1.10E+18,NA,"<a href=\https://www.hootsuite.com\"" rel=\""nofollow\"">Hootsuite Inc.</a>""",NFIDvaccines,4,FALSE,FALSE,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
106,"Worried that you could get the flu from a flu shot? The flu vaccine is made with dead flu viruses, so it can’t giv…",FALSE,1,NA,2/26/19 17:01,TRUE,NA,1.10E+18,NA,"<a href=\https://www.socialreport.com\"" rel=\""nofollow\"">SocialReport.com</a>""",stopflunow,1,FALSE,FALSE,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107,Influenza: could be one less thing your child brings home this winter. Protect them and yourself. More info:…,FALSE,0,NA,2/26/19 16:05,TRUE,NA,1.10E+18,NA,"<a href=\https://about.twitter.com/products/tweetdeck\"" rel=\""nofollow\"">TweetDeck</a>""",AHS_NorthZone,0,FALSE,FALSE,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108,Abt’s Sarah Ball is part of a #globalcommunity of researchers invested in #FluResearch. Learn how she’s working t…,FALSE,8,NA,2/26/19 15:30,TRUE,NA,1.10E+18,NA,"<a href=\https://sproutsocial.com\"" rel=\""nofollow\"">Sprout Social</a>""",abtassociates,4,FALSE,FALSE,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
109,Nebraska near top of list for reported flu cases as cold weather persists - #FightFlu,FALSE,4,NA,2/26/19 15:21,FALSE,NA,1.10E+18,NA,"<a href=\http://twitter.com\"" rel=\""nofollow\"">Twitter Web Client</a>""",famfightflu,5,FALSE,FALSE,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111,"If you are 1 of the 31+ million US adults with #asthma or #COPD, #flu can cause serious health complications.…",FALSE,2,NA,2/26/19 13:45,TRUE,NA,1.10E+18,NA,"<a href=\https://www.hootsuite.com\"" rel=\""nofollow\"">Hootsuite Inc.</a>""",NFIDvaccines,2,FALSE,FALSE,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
112,"#DYK: Each year, seasonal #flu places a significant burden on the health of people in the US? For up-to-date info o…",FALSE,1,NA,2/26/19 12:30,TRUE,NA,1.10E+18,NA,"<a href=\https://www.hootsuite.com\"" rel=\""nofollow\"">Hootsuite Inc.</a>""",NFIDvaccines,0,FALSE,FALSE,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
113,"In time for season change, protect your body against cold, other aches and pains with the power of #turmeric. Get y…",FALSE,5,NA,2/26/19 5:00,TRUE,NA,1.10E+18,NA,"<a href=\https://sproutsocial.com\"" rel=\""nofollow\"">Sprout Social</a>""",OrganicIndia,2,FALSE,FALSE,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114,@DrHietanen Am very frustrated by the many people who think they’ve gotten “misdiagnosed.” How can we educate peo…,FALSE,3,DrHietanen,2/25/19 23:53,TRUE,1.10E+18,1.10E+18,831590066,"<a href=\http://twitter.com/download/iphone\"" rel=\""nofollow\"">Twitter for iPhone</a>""",DrCJohns,0,FALSE,FALSE,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
115,Flu season isn't over yet. Don't forget these tips to #fightflu,FALSE,0,NA,2/25/19 23:31,FALSE,NA,1.10E+18,NA,"<a href=\http://twitter.com\"" rel=\""nofollow\"">Twitter Web Client</a>""",DignityHealthCC,0,FALSE,FALSE,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
116,WHO issues recommendations on next season's #flu vaccine composition The #vaccines for the 2019-20 season in the No…,FALSE,5,NA,2/25/19 23:25,TRUE,NA,1.10E+18,NA,"<a href=\https://sproutsocial.com\"" rel=\""nofollow\"">Sprout Social</a>""",famfightflu,5,FALSE,FALSE,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
117,High-dose #flu #vaccine more effective than standard vaccines in older adults via @GoHealio…,FALSE,1,NA,2/25/19 22:15,TRUE,NA,1.10E+18,NA,"<a href=\https://www.hootsuite.com\"" rel=\""nofollow\"">Hootsuite Inc.</a>""",NFIDvaccines,1,FALSE,FALSE,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
118,"Getting kids vaccinated is crucial. This season, flu has already claimed the lives of 41 children #VaccinesWork #fightflu",FALSE,0,NA,2/25/19 22:02,FALSE,NA,1.10E+18,NA,"<a href=\http://twitter.com\"" rel=\""nofollow\"">Twitter Web Client</a>""",beisos,0,FALSE,FALSE,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119,"Recent @CDCgov report: 7 more children have died from the #flu, bringing the total to 41. Help #FightFlu &amp; learn mo…",FALSE,0,NA,2/25/19 21:19,TRUE,NA,1.10E+18,NA,"<a href=\http://twitter.com\"" rel=\""nofollow\"">Twitter Web Client</a>""",PediatricTrials,0,FALSE,FALSE,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120,#FightFlu by getting you and your family the flu shot - there's still a lot of the flu season to come. @USNewsHealth,FALSE,0,NA,2/25/19 20:55,FALSE,NA,1.10E+18,NA,"<a href=\http://twitter.com\"" rel=\""nofollow\"">Twitter Web Client</a>""",KnowYourDose,0,FALSE,FALSE,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
121,"Symptoms of the #flu can include fever, cough, sore throat, runny/stuffy nose, body aches, headaches, chills and fa…",FALSE,3,NA,2/25/19 20:45,TRUE,NA,1.10E+18,NA,"<a href=\https://about.twitter.com/products/tweetdeck\"" rel=\""nofollow\"">TweetDeck</a>""",FLHealthDuval,3,FALSE,FALSE,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122,#FightFlu I got Flu shot in December and Now I have the Flu Fever Coughing etc. But now they say let it takes its c…,FALSE,0,NA,2/25/19 20:12,TRUE,NA,1.10E+18,NA,"<a href=\http://twitter.com/download/android\"" rel=\""nofollow\"">Twitter for Android</a>""",HargiHero,0,FALSE,FALSE,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123,"#Parents &amp; #HCPs: Pediatrician, mom, and CDC #FluFighter @SeattleMamaDoc will be taking over the @CDCFlu channel to…",FALSE,34,NA,2/25/19 20:02,TRUE,NA,1.10E+18,NA,"<a href=\https://sproutsocial.com\"" rel=\""nofollow\"">Sprout Social</a>""",CDCgov,17,FALSE,FALSE,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
124,"An estimated 959,000 people were hospitalized for the flu in 2017-18. Have you gotten your shot? Learn more at…",FALSE,2,NA,2/25/19 19:28,TRUE,NA,1.10E+18,NA,"<a href=\https://sproutsocial.com\"" rel=\""nofollow\"">Sprout Social</a>""",LungAssociation,3,FALSE,FALSE,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
127,"#FluTip: Help stop the spread of germs at home, work and school with these 6 health habits: #fightflu @CDCgov",FALSE,2,NA,2/25/19 18:45,FALSE,NA,1.10E+18,NA,"<a href=\https://www.hootsuite.com\"" rel=\""nofollow\"">Hootsuite Inc.</a>""",TMFQINQIO,0,FALSE,FALSE,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129,#REPOST via IG: dionnadorsey What's one of the best way to protect against getting the flu? Getting a flu shot. Vi…,FALSE,0,NA,2/25/19 17:39,TRUE,NA,1.10E+18,NA,"<a href=\https://www.socialreport.com\"" rel=\""nofollow\"">SocialReport.com</a>""",stopflunow,0,FALSE,FALSE,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130,#time for #tea 😃 @ocha_teabar . #todaysoup is #beefbarley 👍 . #happymonday😊 😊 #coldblastertea #fightflu #tea…,FALSE,0,NA,2/25/19 17:35,TRUE,NA,1.10E+18,NA,"<a href=\http://instagram.com\"" rel=\""nofollow\"">Instagram</a>""",OCHA_TEABAR,0,FALSE,FALSE,-123.1219081,49.27621248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131,Flu activity has reached a new high for this season. While severity indicators remain substantially lower than the…,FALSE,6,NA,2/25/19 16:52,TRUE,NA,1.10E+18,NA,"<a href=\https://sproutsocial.com\"" rel=\""nofollow\"">Sprout Social</a>""",famfightflu,4,FALSE,FALSE,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
132,".@CDCgov: For kids &lt; 5 years, flu can be very serious. Last season, while 185 flu deaths in children were reported,…",FALSE,1,NA,2/25/19 16:45,TRUE,NA,1.10E+18,NA,"<a href=\https://www.hootsuite.com\"" rel=\""nofollow\"">Hootsuite Inc.</a>""",battlesuperbugs,0,FALSE,FALSE,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
133,GCPH News: Flu Season Expected To Continue Through April #FightFlu #GCPH,FALSE,0,NA,2/25/19 15:30,FALSE,NA,1.10E+18,NA,"<a href=\http://www.gcchd.org/\"" rel=\""nofollow\"">GCCHD</a>""",GreeneCoPH,0,FALSE,FALSE,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
134,"Don’t miss class, social functions, sporting events or work because of the flu. Walk-in or schedule an appointment…",FALSE,0,NA,2/25/19 15:18,TRUE,NA,1.10E+18,NA,"<a href=\https://about.twitter.com/products/tweetdeck\"" rel=\""nofollow\"">TweetDeck</a>""",Beak_Healthy,0,FALSE,FALSE,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135,Slides &amp; audio from recent talks by Dr. Melissa Andrew &amp; Dr. Shelly McNeil re #Ageing and Vaccine-Preventable Illne…,FALSE,2,NA,2/25/19 15:15,TRUE,NA,1.10E+18,NA,"<a href=\https://mobile.twitter.com\"" rel=\""nofollow\"">Twitter Web App</a>""",NoraCutcliffe,0,FALSE,FALSE,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136,We have flu vaccine available at all of our immunization clinics. Call us today if you have questions or want to le…,FALSE,0,NA,2/25/19 15:01,TRUE,NA,1.10E+18,NA,"<a href=\http://www.facebook.com/twitter\"" rel=\""nofollow\"">Facebook</a>""",HolmesCoHealth,0,FALSE,FALSE,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
137,"@drfixus Seeing it pick up here more now, perhaps data is delayed. Agree it is bad this year and vaccination is bes…",FALSE,2,drfixus,2/25/19 14:23,TRUE,1.10E+18,1.10E+18,323869695,"<a href=\http://twitter.com/download/iphone\"" rel=\""nofollow\"">Twitter for iPhone</a>""",LisaCostelloWV,0,FALSE,FALSE,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
138,Kids are dying and #flu is bad. #FightFlu #VaccinateYourKids #VaccinateYourself @LisaCostelloWV what up w WV?,FALSE,11,NA,2/25/19 13:43,FALSE,NA,1.10E+18,NA,"<a href=\http://twitter.com/download/iphone\"" rel=\""nofollow\"">Twitter for iPhone</a>""",drfixus,1,FALSE,FALSE,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
139,☀️Influenza disrupted our family #vacation. 📍Get the #vaccine: We had less severe symptoms. 📍Don’t go to…,FALSE,20,NA,2/25/19 13:39,TRUE,NA,1.10E+18,NA,"<a href=\http://twitter.com/download/iphone\"" rel=\""nofollow\"">Twitter for iPhone</a>""",KPbewelldoc,10,FALSE,FALSE,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
140,#Flu #vaccines can still help protect older adults against flu this season #GetVaccinated…,FALSE,4,NA,2/25/19 13:30,TRUE,NA,1.10E+18,NA,"<a href=\https://www.hootsuite.com\"" rel=\""nofollow\"">Hootsuite Inc.</a>""",NFIDvaccines,3,FALSE,FALSE,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141,2018-19 flu vaccine effectiveness – interim CDC report - via @Shareaholic @SkepticalRaptor…,FALSE,1,NA,2/25/19 4:57,TRUE,NA,1.10E+18,NA,"<a href=\http://twitter.com\"" rel=\""nofollow\"">Twitter Web Client</a>""",doritmi,0,FALSE,FALSE,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
142,"\A 14-year-old San Diego girl died from #influenza last week – the first San Diego child to die from the #flu this…""",FALSE,7,NA,2/25/19 1:30,TRUE,NA,1.10E+18,NA,"<a href=\http://www.facebook.com/twitter\"" rel=\""nofollow\"">Facebook</a>""",DrPanMD,6,FALSE,FALSE,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
143,@CDCgov warns of severe #Flu strain 'wave' via @UPI #GetVaccinated to help #FightFlu,FALSE,0,CDCgov,2/25/19 0:14,FALSE,NA,1.10E+18,146569971,"<a href=\http://twitter.com/download/android\"" rel=\""nofollow\"">Twitter for Android</a>""",NFIDvaccines,0,FALSE,FALSE,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
144,No babysitter for the #Oscars? Entertain your kids with #NFID free educational coloring book with information to…,FALSE,1,NA,2/24/19 23:00,TRUE,NA,1.10E+18,NA,"<a href=\https://www.hootsuite.com\"" rel=\""nofollow\"">Hootsuite Inc.</a>""",NFIDvaccines,1,FALSE,FALSE,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145,"For most people 6 months and older, the first and most important step to #fightflu is to get a #fluvaccine. This in…",FALSE,21,SGottliebFDA,2/24/19 21:34,TRUE,1.10E+18,1.10E+18,2904169317,"<a href=\https://mobile.twitter.com\"" rel=\""nofollow\"">Twitter Web App</a>""",SGottliebFDA,11,FALSE,FALSE,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146,#VaxFactsFebruary d24! Black children are significantly less likely to receive a #FluShot than white children. Flu…,FALSE,12,NA,2/24/19 15:31,TRUE,NA,1.10E+18,NA,"<a href=\http://twitter.com/download/iphone\"" rel=\""nofollow\"">Twitter for iPhone</a>""",drfixus,8,FALSE,FALSE,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147,@DeannaMarie208 Send me your address and I’ll ship you free #fightflu stickers. These were launched at 2017 CDC NFID flu shot media kick off,FALSE,1,DeannaMarie208,2/24/19 15:04,FALSE,1.10E+18,1.10E+18,7.47E+17,"<a href=\http://twitter.com/download/iphone\"" rel=\""nofollow\"">Twitter for iPhone</a>""",IAmTheHerd,0,FALSE,FALSE,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
